Drug,Cell,labels
681639,CAKI_1,1.0
681646,HT29,0.0
184692,CAKI_1,1.0
123127,COLO205,1.0
757804,ACHN,1.0
606497,MALME_3M,0.0
736493,NCI_H226,0.0
326231,MOLT_4,1.0
768593,UO_31,1.0
107124,SW_620,1.0
24559,786_0,0.0
71261,A498,0.0
753686,CAKI_1,1.0
724998,NCI_H23,1.0
760764,MDA_MB_231,0.0
268242,MDA_MB_231,0.0
681633,RPMI_8226,1.0
124463,CAKI_1,1.0
754365,HT29,1.0
753686,HT29,0.0
683558,HOP_92,0.0
276382,MALME_3M,1.0
94600,SF_539,1.0
759878,M14,1.0
618939,HS578T,0.0
759195,RPMI_8226,1.0
755985,NCI_H522,0.0
681637,HOP_92,0.0
643833,CCRF_CEM,1.0
603076,MALME_3M,0.0
735037,SK_MEL_28,0.0
338947,KM12,0.0
368390,OVCAR_8,1.0
369100,MALME_3M,0.0
139105,CAKI_1,0.0
71261,CCRF_CEM,1.0
740268,T47D,1.0
329680,OVCAR_5,0.0
681633,SK_MEL_2,0.0
337766,A498,0.0
3088,SF_268,1.0
756660,U251,1.0
107392,OVCAR_8,1.0
656889,OVCAR_5,0.0
724998,T47D,0.0
34462,NCI_H226,0.0
603077,TK_10,0.0
122819,NCI_ADR_RES,0.0
107124,KM12,0.0
710270,A549,1.0
697887,HCT_116,1.0
355644,SF_539,1.0
104800,NCI_H322M,0.0
143095,KM12,0.0
122819,HOP_62,1.0
71851,MOLT_4,1.0
351710,SK_MEL_5,1.0
9706,A549,1.0
772992,SF_539,1.0
710270,MDA_N,1.0
26271,U251,0.0
125066,NCI_H23,1.0
256942,K_562,0.0
721517,UO_31,0.0
606173,SNB_75,1.0
354646,NCI_H322M,0.0
154948,SK_MEL_5,1.0
681645,NCI_H226,1.0
79037,NCI_H322M,0.0
627505,U251,1.0
34462,RXF_393,1.0
758612,IGROV1,1.0
762,BT_549,0.0
709237,HL_60,1.0
89201,MOLT_4,1.0
354646,RXF_393,0.0
138783,DU_145,0.0
104800,MDA_MB_231,0.0
681643,SF_539,1.0
706744,NCI_H460,1.0
132313,OVCAR_4,0.0
19893,OVCAR_3,0.0
169780,BT_549,0.0
363812,SF_268,0.0
643833,SF_295,1.0
681636,COLO205,0.0
681632,786_0,1.0
107124,RXF_393,1.0
246131,MDA_N,0.0
352122,SF_539,1.0
752840,HCC_2998,0.0
603074,HS578T,0.0
354646,HCT_15,0.0
352122,SK_OV_3,0.0
141540,EKVX,0.0
754366,MALME_3M,0.0
697912,SK_MEL_28,0.0
127716,MCF7,0.0
364830,SK_MEL_28,0.0
164011,ACHN,1.0
606172,OVCAR_4,0.0
758612,SNB_19,0.0
719276,MDA_N,0.0
736493,SN12C,1.0
256439,HT29,1.0
681632,EKVX,0.0
267469,EKVX,0.0
138783,OVCAR_4,0.0
349174,SF_268,1.0
312887,MOLT_4,1.0
148958,SF_268,0.0
697912,MDA_MB_231,0.0
709237,SNB_19,1.0
82151,U251,1.0
301739,UACC_257,0.0
613327,MALME_3M,0.0
673596,UACC_257,0.0
164011,DU_145,0.0
783107,PC_3,1.0
163501,CAKI_1,1.0
737518,KM12,0.0
95382,SW_620,0.0
708298,786_0,1.0
326231,SK_OV_3,0.0
349174,RPMI_8226,0.0
302991,OVCAR_5,0.0
287459,HCT_15,0.0
354258,EKVX,0.0
616348,SN12C,1.0
734294,DU_145,1.0
134679,MALME_3M,0.0
681638,SK_MEL_28,0.0
271674,OVCAR_8,1.0
172112,NCI_H522,1.0
138783,OVCAR_8,0.0
279836,SW_620,0.0
681646,SK_MEL_2,0.0
758667,BT_549,0.0
354646,SNB_19,0.0
24559,SK_OV_3,1.0
633782,OVCAR_3,0.0
610458,HOP_62,1.0
118994,MOLT_4,1.0
8806,SK_MEL_28,0.0
100880,SF_539,1.0
681645,SR,1.0
616348,EKVX,0.0
139105,CCRF_CEM,1.0
89201,OVCAR_4,0.0
268242,ACHN,1.0
791785,BT_549,0.0
95466,T47D,0.0
634724,HCT_15,0.0
94600,HCT_116,1.0
606986,HOP_62,1.0
353451,UACC_62,1.0
681644,MDA_MB_231,0.0
264137,CAKI_1,0.0
126771,IGROV1,1.0
154948,COLO205,0.0
637651,HT29,0.0
760419,LOXIMVI,1.0
759614,UO_31,0.0
724998,SR,1.0
681636,OVCAR_5,0.0
681645,MOLT_4,1.0
613327,HOP_92,0.0
296934,SF_268,1.0
784722,SF_539,1.0
118218,MDA_MB_231,0.0
353451,CCRF_CEM,1.0
326231,UACC_62,0.0
105014,MALME_3M,0.0
95466,SF_539,1.0
656889,NCI_H460,1.0
348948,A498,0.0
633782,NCI_H226,0.0
706744,PC_3,0.0
143095,TK_10,0.0
167780,UACC_62,1.0
753686,A498,1.0
683556,RXF_393,0.0
758423,SF_539,1.0
736198,SR,0.0
352299,UACC_257,0.0
51143,LOXIMVI,0.0
314622,SR,1.0
682298,A549,1.0
609699,A498,0.0
349174,EKVX,0.0
107392,SK_MEL_2,0.0
271674,NCI_ADR_RES,1.0
246131,SNB_75,0.0
32065,SK_MEL_2,0.0
758255,BT_549,1.0
326231,MALME_3M,0.0
755880,RPMI_8226,0.0
141549,SF_295,1.0
127716,NCI_H460,1.0
82151,HT29,1.0
681635,CCRF_CEM,1.0
308847,SF_268,0.0
765775,MDA_MB_435,1.0
256927,MDA_MB_231,0.0
694501,A549,0.0
610457,SN12C,1.0
8806,HOP_62,1.0
127716,UO_31,0.0
681639,COLO205,0.0
772992,A498,1.0
164011,A549,1.0
756660,MDA_MB_231,1.0
702294,NCI_H460,1.0
757804,MDA_N,0.0
610457,A498,0.0
364830,NCI_H460,1.0
3053,NCI_H460,1.0
681642,SN12C,1.0
755,HS578T,0.0
697887,HT29,0.0
353451,K_562,1.0
758671,PC_3,0.0
312887,EKVX,0.0
737518,IGROV1,0.0
603071,NCI_ADR_RES,1.0
184692,ACHN,1.0
736198,HS578T,0.0
681633,MDA_MB_435,0.0
343499,SF_539,1.0
246131,OVCAR_8,0.0
344007,SNB_75,0.0
606986,RPMI_8226,1.0
754230,U251,1.0
148958,UACC_62,1.0
296934,HL_60,1.0
218321,ACHN,0.0
132483,M14,1.0
756717,MCF7,1.0
756660,HT29,0.0
752840,MOLT_4,0.0
269148,UACC_257,0.0
276382,MCF7,1.0
697912,MDA_MB_435,0.0
683556,OVCAR_8,1.0
281612,NCI_H226,0.0
754230,RXF_393,1.0
759155,HL_60,0.0
681646,SW_620,0.0
765396,UACC_62,0.0
757098,SK_MEL_2,0.0
95441,CCRF_CEM,1.0
606986,HOP_92,0.0
135758,HS578T,0.0
366140,A498,0.0
681632,A498,0.0
772992,RPMI_8226,0.0
156303,UACC_257,0.0
765775,UO_31,1.0
9706,SNB_75,0.0
125066,A549,1.0
756717,BT_549,0.0
368390,OVCAR_5,0.0
725776,SF_268,1.0
627505,CCRF_CEM,1.0
526598,SF_268,1.0
344007,LOXIMVI,1.0
279836,SK_MEL_28,0.0
45388,NCI_H522,0.0
218321,CAKI_1,1.0
606869,EKVX,0.0
755384,SF_539,1.0
603077,MOLT_4,1.0
329680,A498,0.0
249910,UACC_257,0.0
326231,HOP_62,0.0
308847,K_562,1.0
132483,NCI_H522,0.0
174121,HS578T,0.0
83142,HCT_15,0.0
353451,MDA_N,0.0
681644,UACC_62,1.0
681644,TK_10,0.0
629971,HCC_2998,0.0
759857,SF_268,1.0
708298,UO_31,1.0
783107,NCI_H460,1.0
752,SF_295,1.0
369395,SF_295,1.0
757348,A549,0.0
610456,SF_539,1.0
697887,SF_539,0.0
734294,SK_MEL_2,0.0
1390,HOP_62,1.0
6396,HS578T,0.0
19893,SR,1.0
73754,IGROV1,0.0
267469,NCI_H226,1.0
124463,OVCAR_4,0.0
94600,HL_60,1.0
681634,OVCAR_8,1.0
369100,HS578T,1.0
772992,SK_MEL_28,0.0
351710,SNB_75,1.0
141549,KM12,0.0
6396,PC_3,0.0
755841,HCT_15,0.0
26980,SN12C,1.0
267469,RPMI_8226,1.0
759614,CCRF_CEM,1.0
639186,M14,1.0
610458,IGROV1,0.0
639186,MCF7,0.0
132313,SN12C,1.0
126771,SNB_19,0.0
312887,HCT_116,1.0
3088,OVCAR_8,0.0
3088,786_0,1.0
45388,HCT_15,0.0
369395,PC_3,0.0
26271,OVCAR_5,0.0
755,LOXIMVI,1.0
328410,M14,0.0
8806,MDA_N,0.0
154948,SNB_19,1.0
249992,COLO205,0.0
71795,MDA_MB_231,0.0
118218,T47D,0.0
603074,TK_10,0.0
118218,SN12C,1.0
757087,IGROV1,0.0
38721,SNB_75,1.0
681636,DU_145,1.0
56410,SK_OV_3,0.0
756717,ACHN,1.0
758423,T47D,1.0
760764,SF_268,0.0
639186,HT29,0.0
706744,OVCAR_5,0.0
736198,DU_145,1.0
135758,NCI_H226,0.0
77213,HT29,1.0
681632,MALME_3M,0.0
736202,T47D,1.0
623017,CCRF_CEM,1.0
681634,NCI_ADR_RES,1.0
606498,RPMI_8226,1.0
694501,SR,1.0
123127,RXF_393,0.0
610456,NCI_H522,1.0
45388,SN12C,0.0
94600,HT29,0.0
616348,SF_268,1.0
118218,NCI_H460,0.0
734294,SF_268,1.0
681642,EKVX,0.0
683557,K_562,1.0
697887,NCI_H23,0.0
616348,SNB_75,1.0
182986,RXF_393,0.0
759857,UACC_62,1.0
740268,SF_295,1.0
754771,K_562,1.0
606985,OVCAR_5,0.0
256942,NCI_H522,1.0
740645,HL_60,0.0
8806,SF_268,1.0
736201,SN12C,1.0
295501,HT29,0.0
123127,HOP_62,1.0
762,EKVX,0.0
63878,A498,0.0
755,CCRF_CEM,1.0
606497,SW_620,0.0
154948,SR,0.0
757348,A498,0.0
681634,MALME_3M,0.0
122819,HCC_2998,0.0
784722,HCT_15,0.0
772992,LOXIMVI,0.0
610458,T47D,1.0
365798,786_0,0.0
681639,786_0,1.0
791785,UO_31,1.0
634724,SK_OV_3,0.0
754366,A498,1.0
760764,IGROV1,1.0
271674,SNB_19,0.0
736202,BT_549,0.0
708298,OVCAR_5,0.0
107124,CAKI_1,1.0
681646,LOXIMVI,1.0
153353,SN12C,0.0
634724,MDA_MB_435,0.0
629971,SK_OV_3,1.0
633782,HCC_2998,0.0
105014,MDA_MB_231,0.0
269148,HS578T,0.0
754771,RPMI_8226,1.0
603071,OVCAR_4,0.0
681638,SK_OV_3,1.0
268242,NCI_H226,0.0
754366,NCI_ADR_RES,0.0
754366,SK_MEL_5,1.0
681636,OVCAR_8,1.0
681641,OVCAR_8,1.0
132483,HOP_62,1.0
164011,T47D,0.0
14229,COLO205,1.0
752,A549,0.0
287459,HOP_62,1.0
618939,SNB_75,1.0
633782,A549,0.0
338947,HCT_15,0.0
681643,SN12C,1.0
683555,A498,0.0
153353,NCI_H522,0.0
683558,SW_620,0.0
721517,ACHN,1.0
767125,A498,0.0
757348,LOXIMVI,1.0
719276,MDA_MB_435,0.0
629971,T47D,1.0
8806,NCI_ADR_RES,0.0
736624,A549,1.0
758423,OVCAR_5,0.0
369100,M14,0.0
374551,RPMI_8226,1.0
752840,SF_295,1.0
681636,ACHN,1.0
736493,SF_268,1.0
643833,HCT_116,1.0
606499,MDA_MB_435,0.0
56410,786_0,1.0
352122,SW_620,1.0
753686,UO_31,0.0
256927,HCC_2998,0.0
176323,HL_60,1.0
374551,SK_MEL_28,1.0
343499,SNB_19,1.0
353451,RXF_393,0.0
757087,RPMI_8226,1.0
736493,HT29,0.0
697887,SW_620,0.0
338947,LOXIMVI,1.0
606170,NCI_H322M,0.0
368390,SW_620,1.0
95678,BT_549,0.0
673596,ACHN,1.0
759195,OVCAR_5,0.0
619232,K_562,0.0
603077,K_562,0.0
79037,BT_549,0.0
176323,K_562,0.0
694501,IGROV1,1.0
755,SK_OV_3,1.0
740,SK_MEL_28,0.0
760419,M14,0.0
326231,TK_10,0.0
753686,SK_MEL_28,0.0
63878,SW_620,0.0
789797,MOLT_4,1.0
153353,SF_268,1.0
368390,MOLT_4,1.0
757348,SK_MEL_28,0.0
354258,MDA_MB_435,0.0
178248,HCT_15,0.0
141540,HS578T,0.0
369100,HOP_92,1.0
141540,ACHN,1.0
683555,SF_539,1.0
758671,NCI_H226,1.0
754771,M14,1.0
610458,SNB_19,1.0
268242,HOP_62,0.0
95466,KM12,0.0
352299,SF_268,1.0
740521,OVCAR_5,0.0
271674,SF_539,0.0
118994,A549,0.0
616348,KM12,0.0
694501,MCF7,1.0
736624,LOXIMVI,1.0
736198,MDA_MB_231,0.0
758706,MALME_3M,0.0
102627,HCC_2998,0.0
606498,SW_620,0.0
172112,MOLT_4,1.0
364830,U251,1.0
758612,KM12,0.0
740,NCI_H23,1.0
747856,HL_60,0.0
27640,HCC_2998,1.0
606173,KM12,0.0
759614,NCI_H322M,0.0
629971,MOLT_4,1.0
79037,MDA_N,0.0
759195,HCT_116,1.0
118218,SNB_19,1.0
163501,MDA_N,0.0
697887,SK_MEL_5,0.0
1895,NCI_ADR_RES,1.0
295499,U251,1.0
143020,SK_OV_3,0.0
77213,NCI_ADR_RES,0.0
681638,CAKI_1,1.0
759857,MDA_MB_231,0.0
56410,NCI_H522,0.0
637037,CAKI_1,1.0
374551,BT_549,0.0
126771,OVCAR_8,1.0
737518,ACHN,1.0
606497,OVCAR_8,1.0
706744,T47D,1.0
784722,HOP_62,1.0
348948,MCF7,0.0
134727,KM12,0.0
756660,MOLT_4,0.0
623017,SK_MEL_2,0.0
374028,DU_145,1.0
369395,OVCAR_5,1.0
174121,MDA_MB_435,1.0
606497,SNB_19,1.0
148958,786_0,0.0
167780,ACHN,1.0
82151,OVCAR_4,0.0
681646,HOP_92,0.0
637037,MOLT_4,0.0
249992,NCI_H460,1.0
683558,BT_549,0.0
755384,HCC_2998,1.0
1390,UACC_257,0.0
765396,OVCAR_3,0.0
25154,ACHN,1.0
267469,COLO205,0.0
344007,A498,0.0
143095,HCT_116,1.0
109724,MCF7,0.0
758671,SF_539,0.0
755384,MDA_MB_231,0.0
145668,A498,0.0
610458,NCI_H226,1.0
752840,COLO205,0.0
755985,RPMI_8226,0.0
118218,SK_MEL_28,0.0
755,PC_3,1.0
754365,MCF7,1.0
740521,RXF_393,0.0
755985,HCT_15,0.0
681643,RXF_393,1.0
760419,ACHN,0.0
63878,NCI_H522,0.0
758667,SK_OV_3,0.0
109724,COLO205,0.0
610457,HOP_92,0.0
25154,SW_620,0.0
681639,HT29,0.0
752,KM12,0.0
163501,RXF_393,0.0
789797,BT_549,0.0
134033,U251,1.0
25154,HOP_62,0.0
127716,HS578T,0.0
344007,SK_MEL_28,0.0
736198,M14,1.0
153353,KM12,1.0
759614,U251,0.0
83142,MALME_3M,1.0
681640,NCI_H322M,0.0
71851,U251,0.0
365798,HCC_2998,0.0
755880,OVCAR_3,0.0
145668,NCI_H522,1.0
639186,MOLT_4,1.0
681642,ACHN,1.0
353451,TK_10,0.0
338947,HL_60,1.0
154948,OVCAR_3,0.0
163501,IGROV1,1.0
45388,MALME_3M,1.0
352299,HT29,0.0
145668,DU_145,1.0
606499,SK_OV_3,0.0
606869,MALME_3M,1.0
784722,OVCAR_3,0.0
369395,A549,1.0
349174,NCI_ADR_RES,0.0
107124,SK_MEL_28,0.0
724998,HL_60,1.0
681634,K_562,1.0
736201,EKVX,0.0
681638,A498,1.0
610457,SK_MEL_28,0.0
753686,786_0,0.0
164011,A498,0.0
182986,OVCAR_3,0.0
178248,UACC_62,1.0
141549,IGROV1,0.0
134679,TK_10,0.0
63984,CCRF_CEM,1.0
267469,HOP_62,1.0
14229,EKVX,0.0
721517,BT_549,1.0
266046,MDA_MB_435,0.0
109724,EKVX,0.0
765775,ACHN,1.0
724998,SK_MEL_28,0.0
105132,SF_539,1.0
51143,786_0,0.0
176323,MDA_MB_231,0.0
758612,LOXIMVI,1.0
603076,UO_31,1.0
740521,MCF7,1.0
312887,RPMI_8226,0.0
105132,RXF_393,0.0
139105,786_0,1.0
95382,OVCAR_4,0.0
606170,TK_10,0.0
172112,SNB_75,0.0
639174,A549,0.0
241240,OVCAR_3,1.0
71261,HS578T,0.0
756717,SF_268,1.0
623017,K_562,1.0
9706,UO_31,0.0
56410,SNB_19,1.0
107392,SK_OV_3,0.0
768593,OVCAR_3,0.0
366140,HOP_62,1.0
755985,UO_31,0.0
627505,HCT_15,0.0
757087,OVCAR_8,0.0
256942,SK_MEL_2,1.0
610457,SK_MEL_5,1.0
27640,U251,1.0
104800,OVCAR_4,0.0
143095,UO_31,1.0
725776,NCI_H522,0.0
276382,HL_60,0.0
271674,TK_10,0.0
756660,TK_10,0.0
736624,OVCAR_8,0.0
95441,HCT_116,0.0
610458,EKVX,0.0
682298,NCI_H226,1.0
758255,SNB_19,1.0
697912,LOXIMVI,1.0
757804,HCT_116,1.0
740268,TK_10,0.0
758667,OVCAR_5,0.0
768112,SK_MEL_2,0.0
25154,BT_549,0.0
681633,SF_539,1.0
132313,DU_145,1.0
603076,NCI_H322M,0.0
176323,MCF7,1.0
95466,K_562,0.0
141540,NCI_H322M,0.0
752,SK_MEL_5,0.0
681641,CAKI_1,1.0
681633,NCI_H23,1.0
3088,U251,1.0
63878,BT_549,0.0
752,SW_620,0.0
134033,HCT_15,1.0
314622,SK_MEL_28,0.0
3053,RPMI_8226,1.0
1390,IGROV1,1.0
122819,SF_268,0.0
71261,NCI_H460,1.0
603071,U251,1.0
603071,SK_MEL_2,0.0
351710,NCI_H226,1.0
126771,A498,0.0
409962,NCI_H226,0.0
9706,UACC_62,1.0
756660,SK_MEL_28,0.0
606497,OVCAR_4,0.0
134033,HT29,1.0
791785,SNB_75,0.0
314622,T47D,1.0
762,CCRF_CEM,1.0
271674,HL_60,1.0
740645,HCT_15,0.0
765396,SK_MEL_5,0.0
71795,MOLT_4,1.0
681636,NCI_H226,1.0
734294,NCI_H23,0.0
27640,NCI_H23,1.0
634724,NCI_H226,1.0
153353,EKVX,0.0
320846,HCT_15,1.0
95441,NCI_H322M,0.0
34462,HOP_92,1.0
122819,UACC_62,1.0
256927,CCRF_CEM,1.0
45388,HOP_62,1.0
126771,CAKI_1,0.0
734294,SK_MEL_28,0.0
351710,HL_60,0.0
681632,HCT_15,0.0
19893,SNB_19,0.0
683556,U251,0.0
725776,OVCAR_5,0.0
681638,UACC_257,0.0
27640,MOLT_4,1.0
637651,MCF7,0.0
279836,HS578T,1.0
637037,UACC_62,1.0
740645,EKVX,0.0
71851,786_0,1.0
772992,A549,0.0
740521,CCRF_CEM,1.0
127716,IGROV1,0.0
637651,SK_MEL_2,0.0
760764,NCI_H226,1.0
314622,ACHN,1.0
139105,SNB_75,0.0
681642,NCI_ADR_RES,1.0
27640,NCI_H522,1.0
365798,RXF_393,1.0
409962,SF_539,1.0
760764,SF_295,1.0
218321,MDA_MB_231,0.0
758671,HL_60,0.0
683558,OVCAR_5,0.0
246131,T47D,0.0
681634,SK_OV_3,1.0
627505,HCC_2998,0.0
178248,UO_31,0.0
629971,COLO205,0.0
71795,A549,0.0
634724,NCI_H522,1.0
118218,KM12,0.0
740645,NCI_H23,1.0
295499,NCI_H522,1.0
249992,HCT_116,0.0
725776,UACC_257,0.0
125066,MDA_MB_231,0.0
249910,SK_MEL_5,1.0
134033,HL_60,0.0
791785,K_562,1.0
32065,MALME_3M,0.0
683556,IGROV1,0.0
758706,COLO205,0.0
610459,CAKI_1,1.0
710270,SN12C,1.0
753686,SNB_19,0.0
736198,NCI_H460,1.0
736624,SK_MEL_5,1.0
736202,A549,0.0
698037,LOXIMVI,1.0
94600,DU_145,1.0
296934,UACC_257,0.0
354646,SK_OV_3,0.0
329680,KM12,0.0
63984,T47D,0.0
740645,NCI_H522,1.0
765775,SK_MEL_5,1.0
51143,HCC_2998,0.0
134033,HCT_116,1.0
637037,HS578T,1.0
337766,MCF7,1.0
63984,SW_620,1.0
610458,SF_539,1.0
724998,RXF_393,0.0
725776,RPMI_8226,1.0
760419,UACC_257,0.0
89201,786_0,0.0
740645,SN12C,1.0
89201,IGROV1,0.0
606497,LOXIMVI,1.0
757036,A498,1.0
613327,CCRF_CEM,1.0
141549,LOXIMVI,1.0
757036,HT29,1.0
249992,MOLT_4,1.0
369100,PC_3,1.0
249992,K_562,0.0
627505,MOLT_4,1.0
241240,MCF7,0.0
269148,SK_MEL_28,0.0
354258,HT29,1.0
606985,HCC_2998,0.0
365798,MDA_MB_231,0.0
320846,TK_10,0.0
246131,NCI_H522,0.0
681644,SR,1.0
249910,SNB_19,1.0
791785,EKVX,0.0
752840,NCI_H522,1.0
736201,NCI_ADR_RES,1.0
349174,SR,1.0
369100,K_562,0.0
26271,SNB_75,0.0
328410,SW_620,0.0
606498,NCI_H322M,0.0
683557,MDA_MB_435,0.0
357704,MALME_3M,0.0
757348,IGROV1,0.0
683558,LOXIMVI,1.0
174121,SF_268,1.0
681638,CCRF_CEM,1.0
634724,HL_60,1.0
758612,HOP_62,1.0
610456,SF_268,1.0
619232,DU_145,1.0
374551,HS578T,1.0
736201,LOXIMVI,1.0
698037,MOLT_4,1.0
697887,M14,0.0
759155,MDA_N,0.0
724998,CCRF_CEM,1.0
756660,SF_295,0.0
141540,LOXIMVI,1.0
768593,BT_549,0.0
246131,MDA_MB_435,0.0
132483,MALME_3M,0.0
768112,NCI_ADR_RES,0.0
619232,HCC_2998,0.0
56410,T47D,0.0
308847,OVCAR_8,1.0
603077,OVCAR_5,0.0
606173,MDA_MB_231,0.0
256942,DU_145,0.0
634724,MOLT_4,1.0
349174,OVCAR_3,0.0
681640,OVCAR_5,0.0
681640,TK_10,0.0
606499,EKVX,0.0
737518,A549,0.0
218321,TK_10,0.0
681637,HS578T,0.0
139105,HL_60,1.0
758423,SF_295,1.0
71795,CAKI_1,0.0
312887,SN12C,1.0
610457,ACHN,1.0
302991,SF_539,1.0
14229,NCI_H23,1.0
681642,NCI_H23,1.0
369100,EKVX,1.0
95678,A549,0.0
694501,RPMI_8226,1.0
754771,HCC_2998,0.0
308847,LOXIMVI,1.0
124463,A498,0.0
132483,OVCAR_4,0.0
135758,EKVX,0.0
109724,OVCAR_8,1.0
312887,K_562,0.0
328410,HOP_92,0.0
63878,PC_3,0.0
271674,OVCAR_4,0.0
760764,OVCAR_8,1.0
719627,IGROV1,1.0
354258,HCT_116,1.0
109724,ACHN,0.0
143020,OVCAR_8,1.0
100880,BT_549,0.0
267469,SNB_19,1.0
756660,K_562,1.0
169780,A498,0.0
623017,NCI_H522,1.0
109724,UACC_257,0.0
681645,HL_60,1.0
27640,HT29,1.0
681636,MDA_MB_435,0.0
9706,NCI_ADR_RES,1.0
100880,HT29,0.0
681643,BT_549,0.0
71851,KM12,0.0
24559,HS578T,1.0
156303,SK_OV_3,1.0
143020,KM12,1.0
740,HCT_116,1.0
363812,MDA_MB_435,1.0
134033,DU_145,1.0
134727,SF_268,1.0
603071,PC_3,0.0
757348,NCI_H23,1.0
754366,NCI_H226,1.0
606986,HS578T,0.0
633782,CCRF_CEM,0.0
735037,HCC_2998,0.0
616348,RXF_393,0.0
681640,HT29,0.0
728073,UACC_257,0.0
14229,DU_145,0.0
694501,UO_31,0.0
767125,MCF7,1.0
728073,CAKI_1,1.0
329680,K_562,0.0
134727,NCI_H23,1.0
758706,HCT_15,1.0
354646,HCT_116,1.0
610458,OVCAR_4,0.0
643833,MDA_MB_231,0.0
71795,MALME_3M,0.0
740,HL_60,1.0
132313,HCT_116,0.0
163501,SK_MEL_2,0.0
374028,HCC_2998,0.0
755384,NCI_H23,0.0
295500,SNB_75,1.0
756660,NCI_H23,1.0
154948,MDA_N,0.0
256927,T47D,0.0
302991,HT29,1.0
606497,UO_31,1.0
709237,UACC_257,1.0
681643,COLO205,0.0
154948,BT_549,0.0
51143,MALME_3M,0.0
95678,SK_MEL_28,0.0
295499,SN12C,1.0
348948,SF_268,1.0
264137,UO_31,0.0
755384,IGROV1,0.0
176323,LOXIMVI,1.0
681636,MDA_MB_231,0.0
281612,HT29,0.0
174121,COLO205,0.0
135758,A498,0.0
109724,786_0,1.0
32065,NCI_H460,1.0
100880,HS578T,0.0
326231,LOXIMVI,1.0
706744,SK_MEL_2,0.0
95441,OVCAR_3,0.0
338947,EKVX,0.0
134033,OVCAR_8,1.0
348948,HT29,0.0
616348,SR,1.0
374551,A549,0.0
364830,MDA_MB_231,0.0
351710,KM12,1.0
269148,COLO205,0.0
141540,M14,1.0
619232,MCF7,1.0
374551,NCI_ADR_RES,1.0
249910,HCC_2998,0.0
138783,SK_MEL_5,1.0
182986,NCI_H226,0.0
352299,MALME_3M,1.0
755841,SF_295,1.0
107392,786_0,1.0
760764,T47D,0.0
26980,A498,0.0
154948,NCI_H460,1.0
95441,786_0,1.0
762,M14,0.0
629971,HS578T,0.0
768593,HCC_2998,0.0
740,SW_620,1.0
123127,NCI_H460,1.0
639174,SK_MEL_28,0.0
134033,M14,1.0
697887,K_562,0.0
681645,COLO205,0.0
606170,SN12C,0.0
139105,RXF_393,0.0
759878,HCT_15,0.0
606498,EKVX,0.0
94600,NCI_H322M,0.0
706744,786_0,1.0
6396,SNB_75,0.0
758423,MCF7,1.0
111533,HCT_15,0.0
637651,MDA_N,0.0
303812,SNB_19,0.0
71851,BT_549,0.0
268242,T47D,0.0
758706,SR,1.0
606499,IGROV1,0.0
118218,TK_10,1.0
352122,NCI_H226,0.0
673596,HL_60,1.0
71851,UACC_257,0.0
176323,NCI_H322M,0.0
758706,MCF7,0.0
752840,OVCAR_3,1.0
606498,SK_MEL_5,0.0
683557,TK_10,0.0
148958,SK_MEL_2,0.0
287459,U251,1.0
768593,SK_MEL_28,0.0
153353,DU_145,0.0
681632,HCC_2998,0.0
154948,EKVX,0.0
610458,SK_MEL_2,0.0
681640,ACHN,1.0
344007,OVCAR_3,0.0
755985,OVCAR_4,0.0
758671,K_562,0.0
756660,HCT_15,0.0
758423,A549,1.0
681633,SW_620,0.0
148958,OVCAR_4,0.0
613327,HT29,0.0
681637,HCT_116,1.0
134033,COLO205,0.0
3053,KM12,1.0
681638,SK_MEL_2,0.0
697912,NCI_H460,1.0
736493,HCT_15,0.0
755,NCI_H322M,0.0
606172,SNB_75,1.0
791785,NCI_H522,1.0
757804,HT29,0.0
633782,HCT_116,1.0
154948,UACC_62,1.0
328410,UO_31,0.0
63984,SNB_75,1.0
267469,MALME_3M,1.0
603076,SK_OV_3,0.0
138783,LOXIMVI,1.0
623017,CAKI_1,1.0
728073,COLO205,1.0
606170,T47D,0.0
3053,HS578T,0.0
354258,T47D,1.0
134033,SN12C,1.0
758667,M14,0.0
736198,SNB_75,1.0
104800,NCI_H522,0.0
752,PC_3,0.0
73754,NCI_ADR_RES,0.0
352122,786_0,1.0
145668,BT_549,0.0
111533,UACC_62,1.0
364830,TK_10,0.0
163501,KM12,1.0
6396,IGROV1,0.0
526598,HCT_15,0.0
609699,SK_MEL_28,0.0
95678,LOXIMVI,1.0
758230,DU_145,1.0
301739,UACC_62,1.0
374028,SN12C,1.0
1895,UACC_257,0.0
757087,MALME_3M,1.0
56410,LOXIMVI,1.0
369395,SW_620,0.0
758423,UACC_62,1.0
56410,OVCAR_4,0.0
681640,NCI_ADR_RES,0.0
767125,SNB_75,1.0
139105,UO_31,0.0
241240,SNB_75,0.0
9706,KM12,0.0
719276,SK_OV_3,0.0
14229,A549,1.0
758255,HL_60,1.0
681636,LOXIMVI,1.0
124463,RPMI_8226,0.0
756717,HCT_116,1.0
603071,EKVX,0.0
759857,SK_MEL_28,0.0
218321,DU_145,0.0
768112,SF_295,1.0
758667,EKVX,0.0
606498,HL_60,1.0
296934,UACC_62,1.0
109724,HL_60,1.0
610459,NCI_ADR_RES,1.0
45388,HOP_92,1.0
737518,HS578T,0.0
279836,K_562,0.0
328410,HS578T,0.0
618939,MOLT_4,1.0
656889,HL_60,0.0
698037,U251,0.0
759878,K_562,0.0
